Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,latitude,longitude
676663,"October 15, 2016",California,Los Angeles,2918 Rimpau Blvd,4,11,0,0,1,,34.027538092702,-118.35088577707
668279,"October 1, 2016",Illinois,Pembroke Township,S 17250 East Rd,4,0,0,0,2,,,
661703,"September 23, 2016",Washington,Burlington,201 Cascade Mall Dr,5,0,0,0,1,,48.464659891429,-122.338583172141
651957,"September 8, 2016",Texas,Del Valle,8330 Linden Rd,4,0,0,0,0,,30.135273524812,-97.587425533863
634819,"August 20, 2016",Alabama,Citronelle,17160 Jim Platt Road,5,0,0,0,1,,31.048963891071,-88.306956243844
623195,"August 6, 2016",Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,4,0,1,0,0,,40.330042450872,-76.024355817239
604762,"July 17, 2016",Louisiana,Baton Rouge,9611 Airline Hwy,4,2,1,0,0,,30.433904964062,-91.082122932761
597756,"July 7, 2016",Texas,Dallas,800 Main St,5,9,0,0,0,,32.77932955965,-96.805102343197
592207,"June 29, 2016",Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,4,0,1,0,0,,36.195793015274,-115.223954148707
577157,"June 12, 2016",Florida,Orlando,1912 S Orange Ave,49,53,1,0,0,,28.520082701308,-81.37643351511
577574,"June 11, 2016",New Mexico,Roswell,2300 block of Davis Ave,5,0,0,0,1,,,
565244,"May 15, 2016",Georgia,Moultrie,Rossman Dairy Road,5,0,0,0,1,,,
546022,"April 22, 2016",Georgia,Appling,3162 Johnson Drive,5,0,1,0,0,,33.598743957189,-82.224416796774
545525,"April 22, 2016",Ohio,Piketon,4077 Union Hill Rd,8,0,0,0,4,,39.010011976316,-83.239540120382
519541,"March 9, 2016",Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Ave,6,2,0,0,0,,40.438168155924,-79.873137423779
518436,"March 7, 2016",Kansas,Kansas City,3000 block of South 36th Street,5,0,0,0,1,,39.047529343362,-94.669951312462
512073,"February 26, 2016",Washington,Belfair,300 block of Horseshoe Rd,4,0,1,0,0,,,
509897,"February 23, 2016",Arizona,Glendale,4812 West Sunnyside Ave,4,0,1,0,0,,33.592185650257,-112.162687013532
508640,"February 20, 2016",Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,0,0,1,,42.235417156833,-85.676971985769
590221,"February 19, 2016",Missouri,Edgerton,4100 block of Buena Vista Road,4,0,0,0,1,,39.492264883638,-94.626117988184
494378,"January 27, 2016",Virginia,Chesapeake,1401 N. George Washington Hwy,5,0,1,0,0,,36.790467183039,-76.330511863122
456893,"December 2, 2015",California,San Bernardino,1365 South Waterman Ave,14,19,2,0,0,,34.077114953891,-117.278661206269
448419,"November 15, 2015",Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,0,0,1,,31.811027178619,-95.799413710466
423223,"October 1, 2015",Oregon,Roseburg,1140 Umpqua College Rd,9,9,1,0,0,,43.289360955899,-123.333905174649
418318,"September 17, 2015",South Dakota,Geddes,36705 379th Street,5,0,1,0,0,,,
412040,"September 7, 2015",Minnesota,Excelsior,20980 Channel Drive,4,0,1,0,0,,44.907982771164,-93.545208693863
390526,"August 8, 2015",Texas,Houston,2211 Falling Oaks,8,0,0,0,1,,29.919965254355,-95.451989127997
390050,"August 7, 2015",Vermont,Barre,3182 Airport Rd,4,0,0,0,1,,44.215798345593,-72.557006694426
379166,"July 22, 2015",Georgia,Suwanee,5500 block of Old Atlanta Road,4,0,1,0,0,,34.080046562712,-84.127213840997
375022,"July 16, 2015",Tennessee,Chattanooga,4051 Amnicola Hwy,5,2,1,0,0,,35.090087465036,-85.259336634621
374630,"July 15, 2015",South Carolina,Holly Hill,7050 Old State Rd,4,1,0,0,5,,33.347489707566,-80.449709694307
359830,"June 17, 2015",South Carolina,Charleston,110 Calhoun Street,9,1,0,0,1,,32.787453097967,-79.932699153241
357164,"June 13, 2015",Ohio,Columbus,1623 E. Hudson Street,4,1,0,0,2,,40.013566262831,-82.966327793427
353854,"June 7, 2015",Montana,Deer Lodge,Boulder Creek Road,4,0,1,0,0,,,
341622,"May 17, 2015",Texas,Waco,4671 S Jack Kultgen Fwy,9,18,0,0,0,,,
339229,"May 12, 2015",Arizona,Tucson,800 block of West Calle Medina Road,4,0,1,0,0,,,
324424,"April 16, 2015",Arizona,Phoenix,4300 block of East Anderson Drive,4,0,1,0,0,,33.641709691795,-111.989538617767
312119,"March 24, 2015",Indiana,Indianapolis,3100 block of N Harding St,4,0,0,0,0,,39.811072335147,-86.187165966476
298122,"February 26, 2015",Missouri,Tyrone,18279 Highway H,7,1,1,0,0,,,
289811,"February 7, 2015",Georgia,Douglasville,3640 Willow Tree Circle,4,2,1,0,0,,33.713870029099,-84.668620404235
286810,"January 31, 2015",Georgia,Lagrange,113 Woodstream Trl,4,0,0,0,1,,32.978520099182,-85.143657727704
276459,"January 9, 2015",California,San Francisco,Laguna St and Page St,4,0,0,0,1,,37.773670056359,-122.425699784008
266407,"December 20, 2014",Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1,,42.293814864592,-89.107253232246
263556,"December 15, 2014",Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0,,,
223651,"November 22, 2014",Ohio,Cleveland,1443 E 92nd St,4,1,0,0,1,,41.516796565281,-81.623281328194
221347,"November 15, 2014",Missouri,Springfield,2555 N. Glenstone,4,0,0,0,1,,37.243369818757,-93.260953144138
211348,"October 26, 2014",Kentucky,Cadiz,1410 Old Dover Road,4,0,0,0,1,,36.830092158008,-87.852362633471
210363,"October 24, 2014",Washington,Marysville,5611 108th St NE,4,1,1,0,0,,48.092168770027,-122.154969423771
204254,"October 8, 2014",New York,Guilderland,1846 Western Ave,4,0,0,0,0,,,
192851,"September 18, 2014",Florida,Bell,2550 NW 29th Terrace,7,0,1,0,0,,29.775109259104,-82.857613619447
168844,"August 3, 2014",Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0,,38.500434394601,-77.991127766125
164513,"July 26, 2014",Maine,Saco,35 Water Street,4,0,1,0,0,,43.497455242126,-70.448372458043
156670,"July 9, 2014",Texas,Spring,711 Leaflet Ln,6,1,0,0,1,,30.041066794724,-95.442063867888
144524,"June 8, 2014",Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0,,26.484363851771,-81.821297458232
108649,"February 20, 2014",California,Alturas,300 W 1st St,4,1,0,0,1,,41.483805903532,-120.544987560923
108691,"February 20, 2014",Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1,,39.719526457045,-86.113688464046
140117,"January 30, 2014",Texas,Cypress,14015 Fosters Creek Dr,4,0,0,0,1,,29.972894285727,-95.654852996127
97365,"January 16, 2014",Utah,Spanish Fork,37 N 630 West,4,0,1,0,0,,40.110815049059,-111.665176392359
495332,"December 1, 2013",Kansas,Topeka,1629 SW Central Park,4,0,0,0,0,,39.03820065971,-95.690241770761
494155,"November 23, 2013",Oklahoma,Tulsa,Pine Street and Harvard Avenue,4,1,0,0,0,,36.177131598352,-95.940280460022
493109,"November 5, 2013",Florida,Jacksonville,1107 Randolph St,4,0,0,0,0,,30.306554407138,-81.729704685783
492914,"October 29, 2013",South Carolina,Greenwood,2007 Callison Hwy,5,0,1,0,0,,34.080029172906,-82.139046321279
2930352,"October 28, 2013",Texas,Terrell,309 Stallings St,5,0,0,0,0,,32.729896347273,-96.269852682226
492325,"October 26, 2013",Arizona,Phoenix,4579 N 17th Ave,4,0,1,0,0,,33.503812359678,-112.09556826108
480981,"October 9, 2013",Texas,Paris,435 NE 6th Street,4,0,0,0,0,,33.665602777566,-95.550557162409
480605,"September 20, 2013",Texas,Rice,703 NW 0149,4,0,1,0,0,,32.199550423681,-96.483812704756
480366,"September 16, 2013",District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,12,3,1,0,0,,,
479747,"September 12, 2013",Tennessee,Crab Orchard,US 70 and Renegade Mountain Pkwy,4,0,0,0,1,,35.88654341664,-84.83776936165
492001,"August 14, 2013",Oklahoma,Oklahoma City,4601 SE 79th St,4,0,0,0,1,,35.386575110927,-97.436389608525
491698,"August 7, 2013",Texas,Dallas,7106 Long Canyon Trail,4,4,0,0,1,,32.641158453963,-96.948264051078
491265,"July 26, 2013",Florida,Hialeah,1485 W 46th St,6,0,1,0,0,,25.863964016294,-80.312505362715
491253,"July 26, 2013",West Virginia,Clarksburg,743 Locust Avenue,4,0,0,0,1,,39.283137309474,-80.348302389704
489581,"June 7, 2013",California,Santa Monica,2036 Yorkshire Ave,5,1,1,0,0,,34.026138975719,-118.461327728627
486142,"May 11, 2013",Indiana,Columbus,2634 E Main Cross St,4,0,0,0,1,,39.114685942442,-85.893493800607
485811,"April 24, 2013",Illinois,Manchester,East Street,5,1,1,0,0,,,
484333,"April 21, 2013",Washington,Federal Way,33311 18th Ln S,4,0,1,0,0,,47.302917221973,-122.310534833366
484317,"April 18, 2013",Ohio,Akron,20 Kimlyn Circle,4,0,0,0,1,,41.110538143041,-81.477164527509
482856,"March 13, 2013",New York,Mohawk,17 W Main St,4,2,1,0,0,,43.011141790895,-75.005240914683
479363,"January 19, 2013",New Mexico,Albuquerque,2806 Long Lane,5,0,0,0,1,,34.977261567152,-106.716436771986
478948,"January 7, 2013",Oklahoma,Tulsa,6000 block of South Owasso,4,0,0,0,2,,,
1119336,"December 14, 2012",Connecticut,Sandy Hook,12 Dickenson Dr,27,2,1,0,0,,41.41990629189,-73.277830635804
2807948,"September 27, 2012",Minnesota,Minneapolis,2322 Chestnut Ave,6,2,1,0,0,,44.977216305883,-93.314844833631
2807879,"August 5, 2012",Wisconsin,Oak Creek,7512 S Howell Ave,7,3,1,0,0,,42.908583304886,-87.911099184255
2805505,"July 20, 2012",Colorado,Aurora,14300 E Alameda Ave,11,58,0,0,1,,39.711095277778,-104.82466514431
2807354,"May 30, 2012",Washington,Seattle,5828 Roosevelt Way NE,5,1,1,0,0,,47.671163829096,-122.317280007708
2807241,"April 2, 2012",California,Oakland,7850 Edgewater Dr,7,3,0,0,1,,37.741418363068,-122.202884975141
2930956,"February 21, 2012",Georgia,Norcross,6005 Buford Hwy,4,0,1,0,0,,33.934488340265,-84.216733547714
3031116,"January 29, 2012",Alabama,Birmingham,3113 Avenue S,5,0,0,0,2,,33.497638174335,-86.88307041422
